Main Category,Category,Subcategory,Search Keyword,Product Name,Company Name,Price,MOQ,Location,Rating,Reviews,Image URL,Product URL,Product Description,Product ID,Local Image Path
Construction,Building Materials,Aac Blocks,AAC blocks,"Lightweight Cuboidal AAC Block, 24x8x6 in",Ganesh Trading,"₹ 3,250",,Lodhika,,,https://5.imimg.com/data5/SELLER/Default/2025/1/485200826/MO/OL/QX/240242918/lightweight-aac-block-250x250.jpg,https://www.indiamart.com/proddetail/lightweight-cuboidal-aac-block-2855714063712.html,"Lightweight Cuboidal AAC Block, 24x8x6 in",0c47b156-87fc-4505-a3be-8524f3c9b9af,products\0c47b156-87fc-4505-a3be-8524f3c9b9af\1.jpg
Construction,Building Materials,Aac Blocks,AAC blocks,AAC Blocks,Aercon India,Ask Price,,Rajkot,,,https://3.imimg.com/data3/EI/OG/MY-4345127/aac-blocks-250x250.jpg,https://www.indiamart.com/proddetail/aac-blocks-3615525333.html,GST Email Mobile Member: 14 yrs,8a463616-9d44-4cee-83ce-b9e4e056cde6,products\8a463616-9d44-4cee-83ce-b9e4e056cde6\1.jpg
Construction,Building Materials,Aac Blocks,AAC blocks,"Ambuja AAC Block., Density Kg Per Cube M: 5.5 Mpa",Shiv Enterprise,Ask Price,,Talala,,,https://5.imimg.com/data5/ANDROID/Default/2020/9/FR/SO/ZD/8449094/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/ambuja-aac-block-22612120430.html,"Ambuja AAC Block., Density Kg Per Cube M: 5.5 Mpa",c4e6359c-61ab-46b7-8f52-ef66b07a1073,products\c4e6359c-61ab-46b7-8f52-ef66b07a1073\1.jpg
Construction,Building Materials,Aac Blocks,AAC blocks,"Eco-Friendly AAC Building Blocks, 600x200x100mm (4"")",Laxmi Blocks Building Private Limited,"₹ 3,000",,Surat - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2026/5/604426539/DJ/OB/IG/16076751/ab-250x250.jpeg,https://www.indiamart.com/proddetail/eco-friendly-aac-building-blocks-2859183155112.html,"Eco-Friendly AAC Building Blocks, 600x200x100mm (4"")",c6070116-22b5-43cf-b0d9-d95f27614639,products\c6070116-22b5-43cf-b0d9-d95f27614639\1.jpeg
Construction,Building Materials,Aac Blocks,AAC blocks,"Lightweight AAC Block, 9 in x 4 in x 3 in",Bansal Building Materials (p) Ltd.,"₹ 3,500",,Surat - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2023/12/372734102/FE/YL/PN/1834863/lightweight-aac-block-250x250.png,https://www.indiamart.com/proddetail/lightweight-aac-block-5021064297.html,"Lightweight AAC Block, 9 in x 4 in x 3 in",f0314272-6db4-4fcd-a755-9ad395af16b8,products\f0314272-6db4-4fcd-a755-9ad395af16b8\1.png
Construction,Building Materials,Aac Blocks,AAC blocks,"Ascolite Aac Block, 600mm x 200mm x 150 mm",Aswani Industries Private Limited,"₹ 4,100",,Surat - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2022/10/RD/EM/TK/34542501/5-kg-ascoflex-super-elastomeric-liquid-applied-damp-proofing-membrane-250x250.jpg,https://www.indiamart.com/proddetail/ascolite-aac-block-2850180266130.html,"Ascolite Aac Block, 600mm x 200mm x 150 mm",27df5f36-4dd6-453d-9f67-a6eba8407f41,products\27df5f36-4dd6-453d-9f67-a6eba8407f41\1.jpg
Construction,Building Materials,Aac Blocks,AAC blocks,Birla Aerocon 75mm AAC Block (Min 4 N/mm2),BirlaNu Limited,₹ 55.49,/Piece,Hyderabad - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2025/12/567824853/IL/AK/LW/44765726/75mm-aac-block-250x250.png,https://www.indiamart.com/proddetail/75mm-aac-block-22448300448.html,Birla Aerocon 75mm AAC Block (Min 4 N/mm2),b614c97e-224e-4a4d-a65f-1ad1c2d930d7,products\b614c97e-224e-4a4d-a65f-1ad1c2d930d7\1.png
Construction,Building Materials,Aac Blocks,AAC blocks,"Grey AAC Block, 24x8x6 in",Fine Building Products LLP,₹ 83,/Piece,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2025/1/483997386/EC/LT/GK/193020746/aac-block-250x250.jpg,https://www.indiamart.com/proddetail/grey-aac-block-2855687108297.html,"Grey AAC Block, 24x8x6 in",842b4753-912c-4ef2-ab2e-629ae96f5ab7,products\842b4753-912c-4ef2-ab2e-629ae96f5ab7\1.jpg
Construction,Building Materials,Aac Blocks,AAC blocks,Silvercon AAC Block,Sanatan Enterprise,"₹ 3,136",,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2026/5/605097726/DP/KT/BO/254247027/aac-block-250x250.jpeg,https://www.indiamart.com/proddetail/silvercon-aac-block-2859172445291.html,GST Email Mobile Member: 7 months,773f52f2-e25d-4755-b4cf-152dd4c98f4d,products\773f52f2-e25d-4755-b4cf-152dd4c98f4d\1.jpeg
Construction,Building Materials,Aac Blocks,AAC blocks,"GreenStone Aac Broken Blocks, 5 x 3 x 2 Inch",Hem Care Corporation,"₹ 2,500",,Rajkot,,,https://5.imimg.com/data5/FC/SC/MY-4452558/blocks-wast-250x250.jpg,https://www.indiamart.com/proddetail/aac-broken-blocks-17889869733.html,"GreenStone Aac Broken Blocks, 5 x 3 x 2 Inch",89e41d20-082c-4981-8546-17f35e9fae78,products\89e41d20-082c-4981-8546-17f35e9fae78\1.jpg
Construction,Building Materials,Aac Blocks,AAC blocks,Ace Eco Block,Polymer Ecobuild LLP,Ask Price,,Kotda Sangani,,,https://5.imimg.com/data5/SELLER/Default/2025/11/562365232/EM/CE/KA/89277176/1000197493-250x250.jpg,https://www.indiamart.com/proddetail/ace-eco-block-2857992629662.html,GST Email Mobile Member: 6 yrs,6826bc9c-8b5e-4295-b258-f782eac9f208,products\6826bc9c-8b5e-4295-b258-f782eac9f208\1.jpg
Construction,Building Materials,Aac Blocks,AAC blocks,"AAC Block, 600x200x100mm (4"")",Amafh Trading Company,₹ 75,/Piece,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2026/1/579119050/BQ/AY/XT/10857125/lightweight-solid-aac-block-250x250.webp,https://www.indiamart.com/proddetail/aac-block-2858666613488.html,"AAC Block, 600x200x100mm (4"")",8044be86-a0e2-4832-bef5-c46e99037b96,products\8044be86-a0e2-4832-bef5-c46e99037b96\1.webp
Construction,Building Materials,Aac Blocks,AAC blocks,"Rectangular Magic Blox AAC Block, 600 mm x 200 mm x 100 mm",Magicrete Building Solutions Private Limited,"₹ 4,500",,Surat - Deals in Amreli,,,https://5.imimg.com/data5/CF/ST/MY-2511554/magicblox-aac-block-250x250.jpg,https://www.indiamart.com/proddetail/magic-blox-aac-block-14710768797.html,"Rectangular Magic Blox AAC Block, 600 mm x 200 mm x 100 mm",50fce0c7-20d3-4b57-9499-e791ecb1d0a4,products\50fce0c7-20d3-4b57-9499-e791ecb1d0a4\1.jpg
Construction,Building Materials,Aac Blocks,AAC blocks,"AAC Block Cement, 600mm x 200mm x 50 mm",Noori Enterprise,₹ 90,/Piece,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2024/6/426763216/MC/JU/TM/22761338/whatsapp-image-2024-06-13-at-11-16-13-am-250x250.jpeg,https://www.indiamart.com/proddetail/aac-block-cement-2854259747888.html,"AAC Block Cement, 600mm x 200mm x 50 mm",9bad26b4-110f-4184-b67b-c42ae036c2df,products\9bad26b4-110f-4184-b67b-c42ae036c2df\1.jpeg
Construction,Building Materials,Aac Blocks,AAC blocks,Lightweight Solid AAC Block (600x200x225mm) - Grade-1,Midland Tradelink Company,Ask Price,,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2025/12/570319763/VN/AL/WR/241520050/aac-block-250x250.jpeg,https://www.indiamart.com/proddetail/lightweight-solid-aac-block-2858164615088.html,Lightweight Solid AAC Block (600x200x225mm) - Grade-1,10219ce6-c11f-44fd-9dc0-8e578f284b3f,products\10219ce6-c11f-44fd-9dc0-8e578f284b3f\1.jpeg
Construction,Building Materials,Aac Blocks,AAC blocks,"Kingston AAC Block, 24x8x8 in",Maruti Steel,"₹ 3,400",,Junagadh,,,https://5.imimg.com/data5/SELLER/Default/2025/2/491992848/YU/SK/GD/42953476/kingston-aac-block-250x250.jpg,https://www.indiamart.com/proddetail/kingston-aac-block-2855849227997.html,"Kingston AAC Block, 24x8x8 in",f65d98f9-9876-4a65-9ff5-2e9d4838698e,products\f65d98f9-9876-4a65-9ff5-2e9d4838698e\1.jpg
Construction,Building Materials,Aac Blocks,AAC blocks,"Lightweight Cuboidal AAC Block, 24x8x6 in",Ganesh Trading,"₹ 3,250",,Lodhika,,,https://5.imimg.com/data5/SELLER/Default/2025/1/485200826/MO/OL/QX/240242918/lightweight-aac-block-250x250.jpg,https://www.indiamart.com/proddetail/lightweight-cuboidal-aac-block-2855714063712.html,"Lightweight Cuboidal AAC Block, 24x8x6 in",2fcb43eb-81f6-497b-be98-8b2940189a44,products\2fcb43eb-81f6-497b-be98-8b2940189a44\1.jpg
Construction,Building Materials,Aac Blocks,AAC blocks,AAC Blocks,Aercon India,Ask Price,,Rajkot,,,https://3.imimg.com/data3/EI/OG/MY-4345127/aac-blocks-250x250.jpg,https://www.indiamart.com/proddetail/aac-blocks-3615525333.html,GST Email Mobile Member: 14 yrs,680c5a82-863d-42d6-bee5-3cfa0ab7cc0b,products\680c5a82-863d-42d6-bee5-3cfa0ab7cc0b\1.jpg
Construction,Building Materials,Aac Blocks,AAC blocks,"Ambuja AAC Block., Density Kg Per Cube M: 5.5 Mpa",Shiv Enterprise,Ask Price,,Talala,,,https://5.imimg.com/data5/ANDROID/Default/2020/9/FR/SO/ZD/8449094/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/ambuja-aac-block-22612120430.html,"Ambuja AAC Block., Density Kg Per Cube M: 5.5 Mpa",da9882e4-e9b7-48ce-971a-4958ed134dca,products\da9882e4-e9b7-48ce-971a-4958ed134dca\1.jpg
Construction,Building Materials,Aac Blocks,AAC blocks,"Eco-Friendly AAC Building Blocks, 600x200x100mm (4"")",Laxmi Blocks Building Private Limited,"₹ 3,000",,Surat - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2026/5/604426539/DJ/OB/IG/16076751/ab-250x250.jpeg,https://www.indiamart.com/proddetail/eco-friendly-aac-building-blocks-2859183155112.html,"Eco-Friendly AAC Building Blocks, 600x200x100mm (4"")",535cc51e-cd3e-409d-b090-cf8f6374413e,products\535cc51e-cd3e-409d-b090-cf8f6374413e\1.jpeg
Construction,Building Materials,Aac Blocks,AAC blocks,"Lightweight AAC Block, 9 in x 4 in x 3 in",Bansal Building Materials (p) Ltd.,"₹ 3,500",,Surat - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2023/12/372734102/FE/YL/PN/1834863/lightweight-aac-block-250x250.png,https://www.indiamart.com/proddetail/lightweight-aac-block-5021064297.html,"Lightweight AAC Block, 9 in x 4 in x 3 in",8600c04e-e6ff-46b0-8701-98f89eff17a8,products\8600c04e-e6ff-46b0-8701-98f89eff17a8\1.png
Construction,Building Materials,Aac Blocks,AAC blocks,"Ascolite Aac Block, 600mm x 200mm x 150 mm",Aswani Industries Private Limited,"₹ 4,100",,Surat - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2022/10/RD/EM/TK/34542501/5-kg-ascoflex-super-elastomeric-liquid-applied-damp-proofing-membrane-250x250.jpg,https://www.indiamart.com/proddetail/ascolite-aac-block-2850180266130.html,"Ascolite Aac Block, 600mm x 200mm x 150 mm",b24cdc8a-cf8e-4bf2-88ac-b25d6528edf2,products\b24cdc8a-cf8e-4bf2-88ac-b25d6528edf2\1.jpg
Construction,Building Materials,Aac Blocks,AAC blocks,Birla Aerocon 75mm AAC Block (Min 4 N/mm2),BirlaNu Limited,₹ 55.49,/Piece,Hyderabad - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2025/12/567824853/IL/AK/LW/44765726/75mm-aac-block-250x250.png,https://www.indiamart.com/proddetail/75mm-aac-block-22448300448.html,Birla Aerocon 75mm AAC Block (Min 4 N/mm2),c89657c8-37fb-490a-93f9-0472f80a5da4,products\c89657c8-37fb-490a-93f9-0472f80a5da4\1.png
Construction,Building Materials,Aac Blocks,AAC blocks,"Grey AAC Block, 24x8x6 in",Fine Building Products LLP,₹ 83,/Piece,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2025/1/483997386/EC/LT/GK/193020746/aac-block-250x250.jpg,https://www.indiamart.com/proddetail/grey-aac-block-2855687108297.html,"Grey AAC Block, 24x8x6 in",e5eb98ba-fa17-4d64-9de8-0cb22850cd31,products\e5eb98ba-fa17-4d64-9de8-0cb22850cd31\1.jpg
Construction,Building Materials,Aac Blocks,AAC blocks,Silvercon AAC Block,Sanatan Enterprise,"₹ 3,136",,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2026/5/605097726/DP/KT/BO/254247027/aac-block-250x250.jpeg,https://www.indiamart.com/proddetail/silvercon-aac-block-2859172445291.html,GST Email Mobile Member: 7 months,c9e5e9b7-2c63-42ad-88ad-1bafbcb7ad6e,products\c9e5e9b7-2c63-42ad-88ad-1bafbcb7ad6e\1.jpeg
Construction,Building Materials,Aac Blocks,AAC blocks,"GreenStone Aac Broken Blocks, 5 x 3 x 2 Inch",Hem Care Corporation,"₹ 2,500",,Rajkot,,,https://5.imimg.com/data5/FC/SC/MY-4452558/blocks-wast-250x250.jpg,https://www.indiamart.com/proddetail/aac-broken-blocks-17889869733.html,"GreenStone Aac Broken Blocks, 5 x 3 x 2 Inch",4776d115-3c79-4a08-b3c3-c064744840e6,products\4776d115-3c79-4a08-b3c3-c064744840e6\1.jpg
Construction,Building Materials,Aac Blocks,AAC blocks,Ace Eco Block,Polymer Ecobuild LLP,Ask Price,,Kotda Sangani,,,https://5.imimg.com/data5/SELLER/Default/2025/11/562365232/EM/CE/KA/89277176/1000197493-250x250.jpg,https://www.indiamart.com/proddetail/ace-eco-block-2857992629662.html,GST Email Mobile Member: 6 yrs,9bb797a7-11a0-41f4-8e4e-13f1a85141f8,products\9bb797a7-11a0-41f4-8e4e-13f1a85141f8\1.jpg
Construction,Building Materials,Aac Blocks,AAC blocks,"AAC Block, 600x200x100mm (4"")",Amafh Trading Company,₹ 75,/Piece,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2026/1/579119050/BQ/AY/XT/10857125/lightweight-solid-aac-block-250x250.webp,https://www.indiamart.com/proddetail/aac-block-2858666613488.html,"AAC Block, 600x200x100mm (4"")",4666eede-3edc-4e19-bf91-cad40a49e0b4,products\4666eede-3edc-4e19-bf91-cad40a49e0b4\1.webp
Construction,Building Materials,Aac Blocks,AAC blocks,"Rectangular Magic Blox AAC Block, 600 mm x 200 mm x 100 mm",Magicrete Building Solutions Private Limited,"₹ 4,500",,Surat - Deals in Amreli,,,https://5.imimg.com/data5/CF/ST/MY-2511554/magicblox-aac-block-250x250.jpg,https://www.indiamart.com/proddetail/magic-blox-aac-block-14710768797.html,"Rectangular Magic Blox AAC Block, 600 mm x 200 mm x 100 mm",0fe1ba9d-8e81-4d5a-8173-444354e70e4c,products\0fe1ba9d-8e81-4d5a-8173-444354e70e4c\1.jpg
Construction,Building Materials,Aac Blocks,AAC blocks,"AAC Block Cement, 600mm x 200mm x 50 mm",Noori Enterprise,₹ 90,/Piece,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2024/6/426763216/MC/JU/TM/22761338/whatsapp-image-2024-06-13-at-11-16-13-am-250x250.jpeg,https://www.indiamart.com/proddetail/aac-block-cement-2854259747888.html,"AAC Block Cement, 600mm x 200mm x 50 mm",98cd0c66-5684-494e-809b-9ab08523951e,products\98cd0c66-5684-494e-809b-9ab08523951e\1.jpeg
Construction,Building Materials,Aac Blocks,AAC blocks,Lightweight Solid AAC Block (600x200x225mm) - Grade-1,Midland Tradelink Company,Ask Price,,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2025/12/570319763/VN/AL/WR/241520050/aac-block-250x250.jpeg,https://www.indiamart.com/proddetail/lightweight-solid-aac-block-2858164615088.html,Lightweight Solid AAC Block (600x200x225mm) - Grade-1,b2b9e1cc-930c-4a00-b2f8-373655d15d3c,products\b2b9e1cc-930c-4a00-b2f8-373655d15d3c\1.jpeg
Construction,Building Materials,Aac Blocks,AAC blocks,"Kingston AAC Block, 24x8x8 in",Maruti Steel,"₹ 3,400",,Junagadh,,,https://5.imimg.com/data5/SELLER/Default/2025/2/491992848/YU/SK/GD/42953476/kingston-aac-block-250x250.jpg,https://www.indiamart.com/proddetail/kingston-aac-block-2855849227997.html,"Kingston AAC Block, 24x8x8 in",c89f0210-3a53-487e-b1cb-32bf0837a2c9,products\c89f0210-3a53-487e-b1cb-32bf0837a2c9\1.jpg
Construction,Building Materials,Aac Blocks,AAC blocks,"Lightweight Cuboidal AAC Block, 24x8x6 in",Ganesh Trading,"₹ 3,250",,Lodhika,,,https://5.imimg.com/data5/SELLER/Default/2025/1/485200826/MO/OL/QX/240242918/lightweight-aac-block-250x250.jpg,https://www.indiamart.com/proddetail/lightweight-cuboidal-aac-block-2855714063712.html,"Lightweight Cuboidal AAC Block, 24x8x6 in",ee74fe40-d1cb-46d0-b334-4644779be29b,products\ee74fe40-d1cb-46d0-b334-4644779be29b\1.jpg
Construction,Building Materials,Aac Blocks,AAC blocks,AAC Blocks,Aercon India,Ask Price,,Rajkot,,,https://3.imimg.com/data3/EI/OG/MY-4345127/aac-blocks-250x250.jpg,https://www.indiamart.com/proddetail/aac-blocks-3615525333.html,GST Email Mobile Member: 14 yrs,b24e1f69-ba68-4f3e-a3a5-b661c77feca3,products\b24e1f69-ba68-4f3e-a3a5-b661c77feca3\1.jpg
Construction,Building Materials,Aac Blocks,AAC blocks,"Ambuja AAC Block., Density Kg Per Cube M: 5.5 Mpa",Shiv Enterprise,Ask Price,,Talala,,,https://5.imimg.com/data5/ANDROID/Default/2020/9/FR/SO/ZD/8449094/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/ambuja-aac-block-22612120430.html,"Ambuja AAC Block., Density Kg Per Cube M: 5.5 Mpa",2ef991fa-6a2d-4874-ab7a-45271fc596bb,products\2ef991fa-6a2d-4874-ab7a-45271fc596bb\1.jpg
Construction,Building Materials,Aac Blocks,AAC blocks,"Eco-Friendly AAC Building Blocks, 600x200x100mm (4"")",Laxmi Blocks Building Private Limited,"₹ 3,000",,Surat - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2026/5/604426539/DJ/OB/IG/16076751/ab-250x250.jpeg,https://www.indiamart.com/proddetail/eco-friendly-aac-building-blocks-2859183155112.html,"Eco-Friendly AAC Building Blocks, 600x200x100mm (4"")",bc06351f-b5a7-4a6c-9b52-557e12d09c6e,products\bc06351f-b5a7-4a6c-9b52-557e12d09c6e\1.jpeg
Construction,Building Materials,Aac Blocks,AAC blocks,"Lightweight AAC Block, 9 in x 4 in x 3 in",Bansal Building Materials (p) Ltd.,"₹ 3,500",,Surat - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2023/12/372734102/FE/YL/PN/1834863/lightweight-aac-block-250x250.png,https://www.indiamart.com/proddetail/lightweight-aac-block-5021064297.html,"Lightweight AAC Block, 9 in x 4 in x 3 in",0a9fdee5-401a-439e-a23b-39746982f8bb,products\0a9fdee5-401a-439e-a23b-39746982f8bb\1.png
Construction,Building Materials,Aac Blocks,AAC blocks,"Ascolite Aac Block, 600mm x 200mm x 150 mm",Aswani Industries Private Limited,"₹ 4,100",,Surat - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2022/10/RD/EM/TK/34542501/5-kg-ascoflex-super-elastomeric-liquid-applied-damp-proofing-membrane-250x250.jpg,https://www.indiamart.com/proddetail/ascolite-aac-block-2850180266130.html,"Ascolite Aac Block, 600mm x 200mm x 150 mm",e1f15f01-ba80-4f09-bd65-962e3cc7010a,products\e1f15f01-ba80-4f09-bd65-962e3cc7010a\1.jpg
Construction,Building Materials,Aac Blocks,AAC blocks,Birla Aerocon 75mm AAC Block (Min 4 N/mm2),BirlaNu Limited,₹ 55.49,/Piece,Hyderabad - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2025/12/567824853/IL/AK/LW/44765726/75mm-aac-block-250x250.png,https://www.indiamart.com/proddetail/75mm-aac-block-22448300448.html,Birla Aerocon 75mm AAC Block (Min 4 N/mm2),bbfcbcbb-0c5f-4aae-b9ac-8d4ddb141cad,products\bbfcbcbb-0c5f-4aae-b9ac-8d4ddb141cad\1.png
Construction,Building Materials,Aac Blocks,AAC blocks,"Grey AAC Block, 24x8x6 in",Fine Building Products LLP,₹ 83,/Piece,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2025/1/483997386/EC/LT/GK/193020746/aac-block-250x250.jpg,https://www.indiamart.com/proddetail/grey-aac-block-2855687108297.html,"Grey AAC Block, 24x8x6 in",f4c0aa6c-1914-4590-a55d-66085b6213a4,products\f4c0aa6c-1914-4590-a55d-66085b6213a4\1.jpg
Construction,Building Materials,Aac Blocks,AAC blocks,Silvercon AAC Block,Sanatan Enterprise,"₹ 3,136",,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2026/5/605097726/DP/KT/BO/254247027/aac-block-250x250.jpeg,https://www.indiamart.com/proddetail/silvercon-aac-block-2859172445291.html,GST Email Mobile Member: 7 months,892b7648-c1fa-4870-bafb-d97530a6c15e,products\892b7648-c1fa-4870-bafb-d97530a6c15e\1.jpeg
Construction,Building Materials,Aac Blocks,AAC blocks,"GreenStone Aac Broken Blocks, 5 x 3 x 2 Inch",Hem Care Corporation,"₹ 2,500",,Rajkot,,,https://5.imimg.com/data5/FC/SC/MY-4452558/blocks-wast-250x250.jpg,https://www.indiamart.com/proddetail/aac-broken-blocks-17889869733.html,"GreenStone Aac Broken Blocks, 5 x 3 x 2 Inch",048c537f-5ac5-4e03-9389-71b446d2b445,products\048c537f-5ac5-4e03-9389-71b446d2b445\1.jpg
Construction,Building Materials,Aac Blocks,AAC blocks,Ace Eco Block,Polymer Ecobuild LLP,Ask Price,,Kotda Sangani,,,https://5.imimg.com/data5/SELLER/Default/2025/11/562365232/EM/CE/KA/89277176/1000197493-250x250.jpg,https://www.indiamart.com/proddetail/ace-eco-block-2857992629662.html,GST Email Mobile Member: 6 yrs,276bc40b-4d6e-4ee8-a608-e20c07c190ac,products\276bc40b-4d6e-4ee8-a608-e20c07c190ac\1.jpg
Construction,Building Materials,Aac Blocks,AAC blocks,"AAC Block, 600x200x100mm (4"")",Amafh Trading Company,₹ 75,/Piece,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2026/1/579119050/BQ/AY/XT/10857125/lightweight-solid-aac-block-250x250.webp,https://www.indiamart.com/proddetail/aac-block-2858666613488.html,"AAC Block, 600x200x100mm (4"")",cc31ddf5-17a3-4563-8ce7-789c130a701c,products\cc31ddf5-17a3-4563-8ce7-789c130a701c\1.webp
Construction,Building Materials,Aac Blocks,AAC blocks,"Rectangular Magic Blox AAC Block, 600 mm x 200 mm x 100 mm",Magicrete Building Solutions Private Limited,"₹ 4,500",,Surat - Deals in Amreli,,,https://5.imimg.com/data5/CF/ST/MY-2511554/magicblox-aac-block-250x250.jpg,https://www.indiamart.com/proddetail/magic-blox-aac-block-14710768797.html,"Rectangular Magic Blox AAC Block, 600 mm x 200 mm x 100 mm",4b312b04-11c0-4aaa-bdbf-4a35feac07fe,products\4b312b04-11c0-4aaa-bdbf-4a35feac07fe\1.jpg
Construction,Building Materials,Aac Blocks,AAC blocks,"AAC Block Cement, 600mm x 200mm x 50 mm",Noori Enterprise,₹ 90,/Piece,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2024/6/426763216/MC/JU/TM/22761338/whatsapp-image-2024-06-13-at-11-16-13-am-250x250.jpeg,https://www.indiamart.com/proddetail/aac-block-cement-2854259747888.html,"AAC Block Cement, 600mm x 200mm x 50 mm",125bb063-df77-4cfb-8669-92b01249a23a,products\125bb063-df77-4cfb-8669-92b01249a23a\1.jpeg
Construction,Building Materials,Aac Blocks,AAC blocks,Lightweight Solid AAC Block (600x200x225mm) - Grade-1,Midland Tradelink Company,Ask Price,,Rajkot,,,https://5.imimg.com/data5/SELLER/Default/2025/12/570319763/VN/AL/WR/241520050/aac-block-250x250.jpeg,https://www.indiamart.com/proddetail/lightweight-solid-aac-block-2858164615088.html,Lightweight Solid AAC Block (600x200x225mm) - Grade-1,8cd62035-ce36-42b6-9ca0-e5350a0ec965,products\8cd62035-ce36-42b6-9ca0-e5350a0ec965\1.jpeg
Construction,Building Materials,Aac Blocks,AAC blocks,"Kingston AAC Block, 24x8x8 in",Maruti Steel,"₹ 3,400",,Junagadh,,,https://5.imimg.com/data5/SELLER/Default/2025/2/491992848/YU/SK/GD/42953476/kingston-aac-block-250x250.jpg,https://www.indiamart.com/proddetail/kingston-aac-block-2855849227997.html,"Kingston AAC Block, 24x8x8 in",bd5732e1-11b6-40c5-a72c-24f5bb34cc1f,products\bd5732e1-11b6-40c5-a72c-24f5bb34cc1f\1.jpg
Construction,Building Materials,Aac Blocks,AAC blocks,"Lightweight Cuboidal AAC Block, 24x8x6 in",Ganesh Trading,"₹ 3,250",,Lodhika,,,https://5.imimg.com/data5/SELLER/Default/2025/1/485200826/MO/OL/QX/240242918/lightweight-aac-block-250x250.jpg,https://www.indiamart.com/proddetail/lightweight-cuboidal-aac-block-2855714063712.html,"Lightweight Cuboidal AAC Block, 24x8x6 in",794fc9bb-057d-4078-87d0-0f10973f59aa,products\794fc9bb-057d-4078-87d0-0f10973f59aa\1.jpg
Construction,Building Materials,Aac Blocks,AAC blocks,AAC Blocks,Aercon India,Ask Price,,Rajkot,,,https://3.imimg.com/data3/EI/OG/MY-4345127/aac-blocks-250x250.jpg,https://www.indiamart.com/proddetail/aac-blocks-3615525333.html,GST Email Mobile Member: 14 yrs,6bc09c24-2b78-4272-9ccc-4ed93a0b8856,products\6bc09c24-2b78-4272-9ccc-4ed93a0b8856\1.jpg
Construction,Building Materials,Aac Blocks,AAC blocks,"Ambuja AAC Block., Density Kg Per Cube M: 5.5 Mpa",Shiv Enterprise,Ask Price,,Talala,,,https://5.imimg.com/data5/ANDROID/Default/2020/9/FR/SO/ZD/8449094/product-jpeg-250x250.jpg,https://www.indiamart.com/proddetail/ambuja-aac-block-22612120430.html,"Ambuja AAC Block., Density Kg Per Cube M: 5.5 Mpa",a9896af9-7d69-4db8-a761-278333b908e1,products\a9896af9-7d69-4db8-a761-278333b908e1\1.jpg
Construction,Building Materials,Aac Blocks,AAC blocks,"Eco-Friendly AAC Building Blocks, 600x200x100mm (4"")",Laxmi Blocks Building Private Limited,"₹ 3,000",,Surat - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2026/5/604426539/DJ/OB/IG/16076751/ab-250x250.jpeg,https://www.indiamart.com/proddetail/eco-friendly-aac-building-blocks-2859183155112.html,"Eco-Friendly AAC Building Blocks, 600x200x100mm (4"")",aa191088-8fb5-479d-a4cd-5f1433ecbd5d,products\aa191088-8fb5-479d-a4cd-5f1433ecbd5d\1.jpeg
Construction,Building Materials,Aac Blocks,AAC blocks,"Lightweight AAC Block, 9 in x 4 in x 3 in",Bansal Building Materials (p) Ltd.,"₹ 3,500",,Surat - Deals in Amreli,,,https://5.imimg.com/data5/SELLER/Default/2023/12/372734102/FE/YL/PN/1834863/lightweight-aac-block-250x250.png,https://www.indiamart.com/proddetail/lightweight-aac-block-5021064297.html,"Lightweight AAC Block, 9 in x 4 in x 3 in",3772d7e3-748f-4327-83f0-e01f433340c5,products\3772d7e3-748f-4327-83f0-e01f433340c5\1.png
